Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG002337,,Customer related issue,
BKG002338,,Customer related issue,
BKG002339,Wrong Address,,
BKG002349,,,Customer Demand
BKG002350,,More than permitted people in there,
BKG002351,,,Customer Demand
BKG002359,,Customer related issue,
BKG002360,,,Customer Demand
BKG002365,,Personal & Car related issues,
BKG002366,,Personal & Car related issues,
BKG002367,,,Customer Demand
BKG002371,,Customer related issue,
BKG002379,,Customer related issue,
BKG002380,,More than permitted people in there,
BKG002381,,,Vehicle Breakdown
BKG002382,,More than permitted people in there,
BKG002383,,,Vehicle Breakdown
BKG002388,,,Customer Demand
BKG002389,,Personal & Car related issues,
BKG002390,,,Other Issue
BKG002392,,Customer related issue,
BKG002398,,The customer was coughing/sick,
BKG002400,AC is not working,,
BKG002402,,Customer related issue,
BKG002406,,The customer was coughing/sick,
BKG002407,,More than permitted people in there,
BKG002408,AC is not working,,
BKG002409,Driver is not moving towards pickup location,,
BKG002411,,,Other Issue
BKG002412,,Customer related issue,
BKG002413,,Customer related issue,
BKG002414,,,Vehicle Breakdown
BKG002417,Driver is not moving towards pickup location,,
BKG002419,AC is not working,,
BKG002421,,Personal & Car related issues,
BKG002422,,,Other Issue
BKG002425,,Customer related issue,
BKG002426,,,Customer Demand
BKG002434,,,Other Issue
BKG002435,,,Vehicle Breakdown
BKG002440,AC is not working,,
BKG002444,,,Vehicle Breakdown
BKG002448,,,Other Issue
BKG002449,,More than permitted people in there,
BKG002452,Change of plans,,
BKG002456,,,Vehicle Breakdown
BKG002457,,,Vehicle Breakdown
BKG002461,Driver is not moving towards pickup location,,
BKG002462,,The customer was coughing/sick,
BKG002467,,More than permitted people in there,
BKG002468,,,Customer Demand
BKG002469,,Personal & Car related issues,
BKG002470,,,Other Issue
BKG002471,,,Customer Demand
BKG002475,,The customer was coughing/sick,
BKG002478,,The customer was coughing/sick,
BKG002479,,Customer related issue,
BKG002480,,Customer related issue,
BKG002483,,More than permitted people in there,
BKG002491,,,Other Issue
BKG002492,,More than permitted people in there,
BKG002493,,,Customer Demand
BKG002494,,Personal & Car related issues,
BKG002498,,More than permitted people in there,
BKG002499,,Personal & Car related issues,
BKG002500,,The customer was coughing/sick,
BKG002507,,Personal & Car related issues,
BKG002514,,,Customer Demand
BKG002515,,,Vehicle Breakdown
BKG002518,Wrong Address,,
BKG002521,,,Vehicle Breakdown
BKG002524,,Personal & Car related issues,
BKG002527,,Customer related issue,
BKG002533,,,Vehicle Breakdown
BKG002534,,,Customer Demand
BKG002536,AC is not working,,
BKG002537,,Personal & Car related issues,
BKG002538,,Personal & Car related issues,
BKG002539,,The customer was coughing/sick,
BKG002543,,,Vehicle Breakdown
BKG002544,,Customer related issue,
BKG002547,Wrong Address,,
BKG002548,Driver is not moving towards pickup location,,
BKG002553,,,Other Issue
BKG002554,,,Vehicle Breakdown
BKG002558,,,Other Issue
BKG002559,,,Vehicle Breakdown
BKG002561,AC is not working,,
BKG002563,Driver asked to cancel,,
BKG002566,,,Customer Demand
BKG002567,,More than permitted people in there,
BKG002568,Change of plans,,
BKG002570,,More than permitted people in there,
BKG002571,Wrong Address,,
BKG002574,,More than permitted people in there,
BKG002577,AC is not working,,
BKG002582,,Personal & Car related issues,
BKG002586,,,Other Issue
BKG002588,Change of plans,,
BKG002590,,The customer was coughing/sick,
BKG002594,,More than permitted people in there,
BKG002597,,,Vehicle Breakdown
BKG002600,Driver asked to cancel,,
BKG002603,,,Other Issue
BKG002604,,,Other Issue
BKG002605,,Customer related issue,
BKG002606,,,Customer Demand
BKG002609,,,Customer Demand
BKG002610,,More than permitted people in there,
BKG002612,Driver is not moving towards pickup location,,
BKG002614,,More than permitted people in there,
BKG002618,,The customer was coughing/sick,
BKG002624,,Personal & Car related issues,
BKG002625,,,Vehicle Breakdown
BKG002626,,Customer related issue,
BKG002627,,Customer related issue,
BKG002629,,Personal & Car related issues,
BKG002630,,,Vehicle Breakdown
BKG002634,,Customer related issue,
BKG002635,,,Vehicle Breakdown
BKG002639,,Customer related issue,
BKG002642,AC is not working,,
BKG002644,,More than permitted people in there,
BKG002652,,Customer related issue,
BKG002656,AC is not working,,
BKG002657,,,Vehicle Breakdown
BKG002658,,,Other Issue
BKG002660,Driver is not moving towards pickup location,,
BKG002661,Driver is not moving towards pickup location,,
BKG002663,,The customer was coughing/sick,
BKG002664,,,Other Issue
BKG002668,Wrong Address,,
BKG002670,AC is not working,,
BKG002674,,More than permitted people in there,
BKG002675,,Customer related issue,
BKG002676,,Customer related issue,
BKG002680,,,Customer Demand
BKG002682,AC is not working,,
BKG002685,,,Customer Demand
BKG002689,Driver asked to cancel,,
BKG002690,,The customer was coughing/sick,
BKG002691,,Customer related issue,
BKG002692,,,Vehicle Breakdown
BKG002693,,,Other Issue
BKG002695,,,Other Issue
BKG002696,,The customer was coughing/sick,
BKG002703,,,Vehicle Breakdown
BKG002704,,,Customer Demand
BKG002707,,More than permitted people in there,
BKG002711,,,Other Issue
BKG002717,,The customer was coughing/sick,
BKG002718,,More than permitted people in there,
BKG002723,,More than permitted people in there,
BKG002724,,More than permitted people in there,
BKG002725,,Customer related issue,
BKG002732,,,Customer Demand
BKG002736,AC is not working,,
BKG002737,,More than permitted people in there,
BKG002740,,The customer was coughing/sick,
BKG002743,,,Customer Demand
BKG002745,,,Other Issue
BKG002754,,,Vehicle Breakdown
BKG002755,,More than permitted people in there,
BKG002758,,,Vehicle Breakdown
BKG002763,,,Customer Demand
BKG002767,,The customer was coughing/sick,
BKG002768,,Personal & Car related issues,
BKG002776,,,Vehicle Breakdown
BKG002777,,More than permitted people in there,
BKG002781,,Customer related issue,
BKG002782,,,Vehicle Breakdown
BKG002783,,Personal & Car related issues,
BKG002786,Wrong Address,,
BKG002789,Wrong Address,,
BKG002792,,Personal & Car related issues,
BKG002797,,More than permitted people in there,
BKG002798,,Customer related issue,
BKG002799,,Customer related issue,
BKG002800,,Customer related issue,
BKG002805,Change of plans,,
BKG002807,,Customer related issue,
BKG002808,,More than permitted people in there,
BKG002809,,Customer related issue,
BKG002812,Driver is not moving towards pickup location,,
BKG002814,AC is not working,,
BKG002817,,Customer related issue,
BKG002818,,,Vehicle Breakdown
BKG002823,,Personal & Car related issues,
BKG002824,,,Customer Demand
BKG002825,,Personal & Car related issues,
BKG002826,,,Customer Demand
BKG002832,Driver is not moving towards pickup location,,
BKG002841,,Customer related issue,
BKG002842,,,Customer Demand
BKG002844,Driver asked to cancel,,
BKG002850,,Personal & Car related issues,
BKG002851,,The customer was coughing/sick,
BKG002859,,The customer was coughing/sick,
BKG002866,Change of plans,,
BKG002869,,Customer related issue,
BKG002870,AC is not working,,
BKG002872,,Personal & Car related issues,
BKG002873,AC is not working,,
BKG002874,,More than permitted people in there,
BKG002875,AC is not working,,
BKG002879,,,Customer Demand
BKG002880,,Personal & Car related issues,
BKG002888,,,Customer Demand
BKG002889,,Customer related issue,
BKG002891,Driver asked to cancel,,
BKG002894,,,Other Issue
BKG002895,,Personal & Car related issues,
BKG002896,,,Vehicle Breakdown
BKG002897,,,Other Issue
BKG002903,,Customer related issue,
BKG002908,,,Customer Demand
BKG002909,,Customer related issue,
BKG002910,,,Customer Demand
BKG002911,,Customer related issue,
BKG002912,,The customer was coughing/sick,
BKG002918,,The customer was coughing/sick,
BKG002919,,,Other Issue
BKG002925,,The customer was coughing/sick,
BKG002936,,The customer was coughing/sick,
BKG002937,,,Vehicle Breakdown
BKG002938,,Personal & Car related issues,
BKG002939,,The customer was coughing/sick,
BKG002941,Driver is not moving towards pickup location,,
BKG002947,,,Other Issue
BKG002948,,The customer was coughing/sick,
BKG002949,,More than permitted people in there,
BKG002953,AC is not working,,
BKG002954,,The customer was coughing/sick,
BKG002955,,Personal & Car related issues,
BKG002956,,,Customer Demand
BKG002961,,More than permitted people in there,
BKG002962,,Customer related issue,
BKG002963,Driver asked to cancel,,
BKG002967,,Personal & Car related issues,
BKG002971,Driver asked to cancel,,
BKG002973,,The customer was coughing/sick,
BKG002974,,,Customer Demand
BKG002975,,More than permitted people in there,
BKG002982,,More than permitted people in there,
BKG002983,,,Other Issue
BKG002987,,Customer related issue,
BKG002988,,,Customer Demand
BKG002992,,More than permitted people in there,
BKG002993,,The customer was coughing/sick,
BKG002997,Wrong Address,,
BKG003000,,,Other Issue
BKG003005,,The customer was coughing/sick,
BKG003006,,The customer was coughing/sick,
BKG003012,Driver is not moving towards pickup location,,
BKG003013,,Customer related issue,
BKG003014,,,Vehicle Breakdown
BKG003022,,,Customer Demand
BKG003023,,,Customer Demand
BKG003024,,,Vehicle Breakdown
BKG003025,,The customer was coughing/sick,
BKG003028,Driver asked to cancel,,
BKG003033,,Customer related issue,
BKG003036,,The customer was coughing/sick,
BKG003039,AC is not working,,
BKG003041,,Customer related issue,
BKG003044,,,Customer Demand
BKG003045,Wrong Address,,
BKG003048,,More than permitted people in there,
BKG003050,,Customer related issue,
BKG003053,,Customer related issue,
BKG003054,,The customer was coughing/sick,
BKG003057,,,Vehicle Breakdown
BKG003058,,Personal & Car related issues,
BKG003059,,,Customer Demand
BKG003060,Driver asked to cancel,,
BKG003061,Change of plans,,
BKG003063,,The customer was coughing/sick,
BKG003064,,Customer related issue,
BKG003065,,The customer was coughing/sick,
BKG003066,,Personal & Car related issues,
BKG003067,Wrong Address,,
BKG003070,Driver is not moving towards pickup location,,
BKG003073,,Customer related issue,
BKG003074,,Customer related issue,
BKG003076,Wrong Address,,
BKG003077,,Personal & Car related issues,
BKG003078,,,Vehicle Breakdown
BKG003083,Driver is not moving towards pickup location,,
BKG003084,Wrong Address,,
BKG003095,Driver asked to cancel,,
BKG003098,,More than permitted people in there,
BKG003099,,More than permitted people in there,
BKG003100,,,Vehicle Breakdown
BKG003101,,More than permitted people in there,
BKG003104,,Customer related issue,
BKG003105,,Personal & Car related issues,
BKG003106,,,Vehicle Breakdown
BKG003110,,More than permitted people in there,
BKG003111,,,Other Issue
BKG003112,,,Other Issue
BKG003121,Wrong Address,,
BKG003122,,More than permitted people in there,
BKG003123,,,Vehicle Breakdown
BKG003124,,The customer was coughing/sick,
BKG003128,Driver is not moving towards pickup location,,
BKG003135,Wrong Address,,
BKG003137,,More than permitted people in there,
BKG003138,AC is not working,,
BKG003141,Wrong Address,,
BKG003142,,,Other Issue
BKG003143,,The customer was coughing/sick,
BKG003144,,Personal & Car related issues,
BKG003146,,,Customer Demand
BKG003149,,Personal & Car related issues,
BKG003150,,Personal & Car related issues,
BKG003151,,The customer was coughing/sick,
BKG003154,AC is not working,,
BKG003158,,Personal & Car related issues,
BKG003159,,The customer was coughing/sick,
BKG003161,,Customer related issue,
BKG003163,Driver is not moving towards pickup location,,
BKG003165,,,Other Issue
BKG003166,Change of plans,,
BKG003169,,,Vehicle Breakdown
BKG003170,,The customer was coughing/sick,
BKG003173,Driver is not moving towards pickup location,,
BKG003174,,Customer related issue,
BKG003175,,Personal & Car related issues,
BKG003179,,The customer was coughing/sick,
BKG003180,,The customer was coughing/sick,
BKG003183,,,Other Issue
BKG003187,,The customer was coughing/sick,
BKG003188,,The customer was coughing/sick,
BKG003189,,,Other Issue
BKG003194,,Personal & Car related issues,
BKG003195,,More than permitted people in there,
BKG003198,,The customer was coughing/sick,
BKG003200,,Personal & Car related issues,
BKG003201,,The customer was coughing/sick,
BKG003205,Driver is not moving towards pickup location,,
BKG003210,,,Vehicle Breakdown
BKG003212,Driver is not moving towards pickup location,,
BKG003216,,,Vehicle Breakdown
BKG003217,,More than permitted people in there,
BKG003218,,The customer was coughing/sick,
BKG003219,,The customer was coughing/sick,
BKG003222,,,Other Issue
BKG003223,,,Other Issue
BKG003226,Driver asked to cancel,,
BKG003228,,Customer related issue,
BKG003237,,Personal & Car related issues,
BKG003245,,,Other Issue
BKG003246,,,Other Issue
BKG003253,,,Other Issue
BKG003257,,,Other Issue
BKG003261,,More than permitted people in there,
BKG003265,,,Vehicle Breakdown
BKG003269,Driver asked to cancel,,
BKG003277,,The customer was coughing/sick,
BKG003281,Wrong Address,,
BKG003282,,,Vehicle Breakdown
BKG003283,,Customer related issue,
BKG003286,,Customer related issue,
BKG003288,,Customer related issue,
BKG003289,,Personal & Car related issues,
BKG003293,,,Other Issue
BKG003294,,,Vehicle Breakdown
BKG003299,Change of plans,,
BKG003303,,More than permitted people in there,
BKG003304,,More than permitted people in there,
BKG003310,,,Vehicle Breakdown
BKG003311,,,Customer Demand
BKG003313,,More than permitted people in there,
BKG003314,,Customer related issue,
BKG003319,,More than permitted people in there,
BKG003325,,Customer related issue,
BKG003326,,,Vehicle Breakdown
BKG003328,,,Customer Demand
BKG003330,,,Vehicle Breakdown
BKG003333,,,Other Issue
BKG003334,,More than permitted people in there,
BKG003335,,More than permitted people in there,
BKG003338,,,Vehicle Breakdown
BKG003341,,,Other Issue
BKG003342,,,Vehicle Breakdown
BKG003346,AC is not working,,
BKG003347,Change of plans,,
BKG003350,,The customer was coughing/sick,
BKG003351,,,Customer Demand
BKG003358,,Customer related issue,
BKG003359,,More than permitted people in there,
BKG003363,,,Vehicle Breakdown
BKG003367,,,Vehicle Breakdown
BKG003371,,,Customer Demand
BKG003374,,Personal & Car related issues,
BKG003375,,,Vehicle Breakdown
BKG003381,,Customer related issue,
BKG003382,,More than permitted people in there,
BKG003386,,More than permitted people in there,
BKG003388,Driver asked to cancel,,
BKG003392,Change of plans,,
BKG003393,Change of plans,,
BKG003395,,,Other Issue
BKG003396,,The customer was coughing/sick,
BKG003402,,,Vehicle Breakdown
BKG003403,,Personal & Car related issues,
BKG003404,,The customer was coughing/sick,
BKG003405,Driver asked to cancel,,
BKG003407,,,Other Issue
BKG003410,,,Customer Demand
BKG003411,,,Other Issue
BKG003412,,,Vehicle Breakdown
BKG003415,,Customer related issue,
BKG003417,Change of plans,,
BKG003419,,Personal & Car related issues,
